SpineBase,,,SpineMid,,,Neck,,,Head,,,ShoulderLeft,,,ElbowLeft,,,WristLeft,,,HandLeft,,,ShoulderRight,,,ElbowRight,,,WristRight,,,HandRight,,,HipLeft,,,KneeLeft,,,AnkleLeft,,,FootLeft,,,HipRight,,,KneeRight,,,AnkleRight,,,FootRight,,,SpineShoulder,,,HandTipLeft,,,ThumbLeft,,,HandTipRight,,,ThumbRight,,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
-0.06251941,0.2157214,2.64496,-0.05783167,0.4480068,2.529262,-0.05283178,0.6733408,2.403223,-0.01155694,0.7871377,2.331188,-0.1843719,0.5692979,2.397588,-0.2462789,0.3384611,2.475604,-0.2487283,0.1570113,2.514428,-0.2489267,0.08768222,2.539411,0.1104788,0.5806126,2.499617,0.1249582,0.355725,2.606603,0.1130438,0.1655558,2.656595,0.1032246,0.09403028,2.683508,-0.1188531,0.2052072,2.600611,-0.1924174,-0.05871123,2.780375,-0.2452089,-0.3515436,2.977731,-0.2496479,-0.4468512,2.934287,-0.004714077,0.2211617,2.625936,-0.05599664,-0.04015557,2.815527,-0.08478279,-0.3270016,3.050297,-0.04492473,-0.3964741,3.07297,-0.05411592,0.6181403,2.436612,-0.2410001,0.01357765,2.567176,-0.2638592,0.02483467,2.516667,0.09057393,0.0222875,2.699932,0.06496633,0.1311079,2.669036,
-0.06233168,0.2154999,2.644554,-0.05764772,0.4477429,2.528808,-0.05267453,0.6730428,2.40277,-0.01135193,0.7866486,2.330599,-0.1841318,0.5688477,2.396939,-0.2456828,0.3376687,2.474367,-0.248872,0.1566456,2.514648,-0.2482908,0.08753534,2.540039,0.1105128,0.58045,2.499644,0.1252797,0.355839,2.607084,0.1119968,0.1651683,2.658924,0.1034147,0.09594499,2.688686,-0.1184805,0.2049106,2.600107,-0.1920448,-0.05978127,2.780499,-0.244993,-0.3511119,2.977935,-0.2542392,-0.4509631,2.928342,-0.004669529,0.2210049,2.625654,-0.05591128,-0.0399383,2.815668,-0.08483809,-0.3270437,3.049965,-0.04265964,-0.3967879,3.07528,-0.05395162,0.6178456,2.436158,-0.2474956,0.007466119,2.566306,-0.2927689,0.117271,2.517215,0.09511227,0.02500504,2.711066,0.07116555,0.1298095,2.675,
-0.06175776,0.2150274,2.644244,-0.05376479,0.452017,2.519774,-0.04208201,0.6923339,2.37068,-0.005052806,0.799818,2.313437,-0.1836924,0.5682995,2.396344,-0.2454791,0.3371443,2.473668,-0.2486754,0.1563498,2.514741,-0.2474218,0.08639676,2.540688,0.1105728,0.5802983,2.499669,0.1255486,0.355935,2.60752,0.112056,0.1652323,2.660183,0.1048444,0.09730924,2.690468,-0.1175014,0.2042511,2.599525,-0.1918295,-0.06007672,2.780391,-0.2450645,-0.3514865,2.978326,-0.2564041,-0.4524182,2.925442,-0.004404818,0.2206964,2.625563,-0.05591798,-0.04018348,2.815583,-0.08479029,-0.3272892,3.050131,-0.04315273,-0.3960234,3.076439,-0.04532318,0.6323864,2.411191,-0.2441445,0.00769446,2.563341,-0.2903526,0.09735768,2.517667,0.09922037,0.02852058,2.707195,0.06535874,0.1301818,2.666134,
-0.06108221,0.2147847,2.643233,-0.05229836,0.4536794,2.5153,-0.04186558,0.6925647,2.369533,-0.00476052,0.7987261,2.311978,-0.1828555,0.5676203,2.395365,-0.2444656,0.3363805,2.472602,-0.248475,0.1558159,2.514383,-0.2456941,0.08812495,2.536612,0.1105285,0.580333,2.499419,0.1254983,0.3561039,2.607509,0.1125652,0.1656111,2.661223,0.1042104,0.09644277,2.692577,-0.1165798,0.2039391,2.59837,-0.1926291,-0.06092477,2.778512,-0.2451777,-0.3523311,2.97851,-0.253176,-0.4504442,2.928632,-0.003998082,0.220524,2.624782,-0.05576461,-0.04042785,2.814666,-0.08530516,-0.3273124,3.049931,-0.04375484,-0.3956681,3.07499,-0.04475489,0.6331675,2.408822,-0.2385197,0.01428295,2.561972,-0.2857797,0.1092624,2.509828,0.09501073,0.02745456,2.711294,0.06182554,0.1285715,2.670254,
-0.06085641,0.214676,2.643095,-0.05161079,0.4543225,2.51363,-0.04147695,0.6926895,2.368335,-0.004708903,0.7981052,2.310821,-0.1822887,0.5667732,2.394178,-0.2437633,0.3356388,2.471757,-0.2441495,0.1396914,2.516495,-0.2430235,0.07750337,2.541824,0.1105863,0.5803635,2.4992,0.1255461,0.3562429,2.607483,0.1130464,0.1659003,2.664877,0.1056198,0.09806244,2.697067,-0.1162147,0.2037973,2.598113,-0.1923077,-0.06140831,2.778819,-0.2452599,-0.3526493,2.978611,-0.2508704,-0.4495894,2.929789,-0.003895942,0.2204524,2.624746,-0.05587324,-0.04063163,2.814433,-0.08529345,-0.3272909,3.049661,-0.04395735,-0.3956518,3.074514,-0.04418964,0.6335925,2.407158,-0.2411921,0.007873057,2.565795,-0.2738164,0.08629611,2.51632,0.09696884,0.02921188,2.719968,0.05875944,0.1233827,2.67875,
-0.06046519,0.2142306,2.642898,-0.05133678,0.4544917,2.512393,-0.04162259,0.6927136,2.36706,-0.005190208,0.797324,2.309345,-0.1817847,0.5659642,2.392813,-0.2432185,0.3350609,2.470974,-0.2441517,0.1350922,2.516761,-0.2423972,0.07778414,2.53976,0.1105629,0.5804422,2.497617,0.12561,0.3569154,2.606936,0.1132978,0.1667602,2.664614,0.1039737,0.0979045,2.693428,-0.1158785,0.2033072,2.598319,-0.1914871,-0.06243227,2.77889,-0.2457093,-0.353699,2.978175,-0.2615868,-0.4506713,2.913584,-0.003339053,0.2199294,2.623998,-0.05665287,-0.04052977,2.814071,-0.08523183,-0.3272719,3.04968,-0.04307227,-0.3963766,3.066571,-0.04420627,0.6337705,2.405693,-0.2337938,0.012007,2.565402,-0.272493,0.07331,2.51684,0.09496466,0.02796651,2.719843,0.06508562,0.1369221,2.674625,
-0.06020711,0.2141559,2.642736,-0.05104553,0.454793,2.510596,-0.04180006,0.6924431,2.364204,-0.007559593,0.795871,2.305138,-0.181855,0.5654784,2.392323,-0.2428263,0.3343982,2.47036,-0.2445802,0.1344115,2.516715,-0.2456481,0.08798076,2.535812,0.1114473,0.5801422,2.494036,0.1263347,0.3577186,2.605285,0.1139851,0.1690644,2.663313,0.09928586,0.09977592,2.690001,-0.1157482,0.2032541,2.59832,-0.1926142,-0.06317779,2.7774,-0.2455982,-0.3537489,2.978156,-0.2613355,-0.4513293,2.915337,-0.00294525,0.2198495,2.623609,-0.08261073,-0.08508781,2.849637,-0.08543218,-0.3266594,3.048469,-0.0417087,-0.396523,3.067223,-0.04421647,0.6337905,2.402954,-0.2364682,0.01871756,2.561511,-0.2734785,0.07850584,2.515815,0.09502433,0.02971424,2.711462,0.06183881,0.1133133,2.685,
-0.05943837,0.2142636,2.643368,-0.05085002,0.4548512,2.509867,-0.04238973,0.6913899,2.361007,-0.01214156,0.7932183,2.299756,-0.182134,0.5651858,2.392163,-0.2428476,0.3344008,2.47107,-0.2447699,0.1339121,2.517001,-0.2468428,0.08788029,2.536194,0.1112515,0.5786241,2.483105,0.1280694,0.3593614,2.59938,0.1154908,0.1759122,2.656167,0.09277783,0.1055261,2.677872,-0.1154002,0.2035201,2.599022,-0.19254,-0.06355748,2.776971,-0.2452572,-0.3539425,2.978123,-0.2600665,-0.4543019,2.928818,-0.001583936,0.2197722,2.624317,-0.03987734,-0.0464134,2.81091,-0.08562024,-0.3268965,3.048285,-0.04197055,-0.3956693,3.070639,-0.04449174,0.6332216,2.400484,-0.2379806,0.01901476,2.559955,-0.2712626,0.07035238,2.51315,0.08944298,0.03638952,2.700482,0.06080553,0.1245096,2.6562,
-0.0594559,0.214246,2.643405,-0.05159448,0.4539855,2.508097,-0.04471465,0.687412,2.356174,-0.01889786,0.7866225,2.292888,-0.1839484,0.5641521,2.393072,-0.2431708,0.3353696,2.473379,-0.2449766,0.1337506,2.517187,-0.2475837,0.08676456,2.53627,0.111883,0.5742,2.468937,0.1281312,0.3581888,2.5904,0.1139525,0.1804684,2.639576,0.08434819,0.1109892,2.659778,-0.1160427,0.2037652,2.60036,-0.1919406,-0.06468514,2.776374,-0.2450658,-0.3547922,2.977111,-0.2615993,-0.4515775,2.912363,-0.001345037,0.2194828,2.623744,-0.08019716,-0.09091076,2.84573,-0.08556602,-0.3271079,3.048633,-0.04234425,-0.3956768,3.070785,-0.04637232,0.6302477,2.39639,-0.2430972,0.01732751,2.564709,-0.2644499,0.06109158,2.511194,0.07935934,0.03545487,2.684191,0.05314606,0.1117594,2.649546,
